sample_name,matrix,treatment,strip,manure_amendment,plot,block,sample_day,sample_num,soil_type,depth,replicate,miseq_run
NAArmstrong_B2_Manure_1,manure,AM,manure,manure,manure,2,Baseline,9,Manure,manure,manure,STRIPS_Run_2
NAArmstrong_B2_Manure_2,manure,AM,manure,manure,manure,2,Baseline,10,Manure,manure,manure,STRIPS_Run_2
NAArmstrong_B2_Manure_3,manure,AM,manure,manure,manure,2,Baseline,11,Manure,manure,manure,STRIPS_Run_2
NAArmstrong_B2_Manure_4,manure,AM,manure,manure,manure,2,Baseline,12,Manure,manure,manure,STRIPS_Run_2
NAArmstrong_B3_Manure_1,manure,AM,manure,manure,manure,3,Baseline,9,Manure,manure,manure,STRIPS_Run_2
NAArmstrong_B3_Manure_2,manure,AM,manure,manure,manure,3,Baseline,10,Manure,manure,manure,STRIPS_Run_2
NAArmstrong_B3_Manure_3,manure,AM,manure,manure,manure,3,Baseline,11,Manure,manure,manure,STRIPS_Run_2
NAArmstrong_B3_Manure_4,manure,AM,manure,manure,manure,3,Baseline,12,Manure,manure,manure,STRIPS_Run_2
NTC_01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_1
NTC_02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_1
NTC_03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_1
NTC_04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_1
NTC_05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_1
NTC_06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_2
NTC_07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_2
NTC_08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_2
NTC_09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_2
NTC_10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRIPS_Run_2
